COMP,LOC,WMC,DIT,NOC,CBO,RFC,LCOM,CA,CE,NPM,LCOM3,DAM,MOA,MFA,CAM,IC,CBM,AMC,CC,MaX_CC,SumOfLoC+,MaxOfLoC+,SumOfLoC-,MaxOfLoC-,Max_Set,Avg_Set,No_Rev,Sum_Churn,Max_Churn,Age,Age2,CountOfDeveloper,Ref,PRE_BUG,POST_BUG
org.apache.tools.ant.filters.TabsToSpaces.java,126,7,5,0,5,18,0,1,4,5,0.708333333,1,0,0.848484848,0.476190476,2,5,16.42857143,1.571428571,5,8,8,8,8,95,95,1,16,16,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.filters.ExpandProperties.java,87,4,4,0,4,13,0,1,3,4,0,1,0,0.928571429,0.75,2,4,20.5,1,1,9,9,8,8,95,95,1,17,17,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.condition.IsFalse.java,34,3,2,0,4,6,0,1,3,3,0,1,0,0.818181818,0.666666667,0,0,10,1.333333333,2,9,5,8,5,227,121,2,17,10,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.filters.ClassConstants.java,168,5,4,0,3,20,4,1,2,4,0.833333333,0.666666667,0,0.896551724,0.466666667,2,4,32,1,1,9,9,8,8,95,95,1,17,17,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.condition.IsTrue.java,30,3,2,0,4,6,0,1,3,3,0,1,0,0.818181818,0.666666667,0,0,8.666666667,1.333333333,2,9,5,8,5,227,121,2,17,10,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.clearcase.CCUpdate.java,215,16,0,0,9,36,84,0,9,14,0.943589744,0.461538462,0,0,0.375,0,0,11.625,1.375,6,8,4,9,6,127,63,3,17,9,21.71,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.condition.IsSet.java,29,3,2,0,5,7,1,1,4,3,0.5,1,0,0.818181818,0.666666667,0,0,8.333333333,1,1,14,10,3,2,227,121,2,17,11,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.ExitException.java,28,3,5,0,3,8,0,3,0,3,0,1,0,0.954545455,0.666666667,0,0,8,1,1,15,13,3,1,22,16,3,18,14,23.57,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.DOMUtil.java,243,5,1,0,3,41,10,1,2,4,2,0,0,0,0.36,0,0,47.6,4.2,6,9,7,9,7,127,85,2,18,14,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask.java,502,15,3,0,16,78,69,0,16,10,0.826530612,1,0,0.725490196,0.233333333,1,1,32,1.466666667,6,9,5,9,5,227,96.33,3,18,10,21.71,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.XMLJUnitResultFormatter.java,433,14,1,0,9,60,61,0,9,11,0.602564103,1,2,0,0.306122449,0,0,29.5,1.571428571,5,13,7,5,4,227,77.66,3,18,11,36.85,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.RenameExtensions.java,210,6,4,0,14,33,0,0,14,6,0.68,1,1,0.939759036,0.416666667,2,3,33.16666667,1,1,14,11,4,3,43,38,2,18,12,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.XalanExecutor.java,141,6,1,4,5,27,13,3,3,0,0.6,1,1,0,0.388888889,0,0,22.33333333,1,1,10,5,8,5,127,58,3,18,10,36.85,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.CVSPass.java,1270,6,3,0,3,30,0,0,3,5,0.6,1,0,0.880952381,0.555555556,1,1,210,1.166666667,2,13,11,5,3,18,10.5,2,18,14,23.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.types.Mapper.java,291,11,3,0,18,42,17,9,9,10,0.7,1,2,0.75,0.287878788,1,1,25,2,3,12,4,7,2,227,57.5,6,19,5,35.42,1,3,1,FALSE,FALSE
org.apache.tools.ant.filters.EscapeUnicode.java,107,5,5,0,4,19,4,1,3,4,0.25,1,0,0.903225806,0.7,2,5,20.2,1,1,7,6,12,6,95,37.66,3,19,11,35.42,1,1,0,TRUE,TRUE
org.apache.tools.ant.taskdefs.optional.perforce.P4Sync.java,110,4,0,0,5,13,0,0,5,4,0.5,0.5,0,0,0.75,0,0,26,1,1,16,16,3,3,21,21,1,19,19,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.ConditionTask.java,95,4,3,0,5,16,0,0,5,4,0.333333333,1,0,0.914285714,0.75,0,0,22.25,1,1,12,8,7,4,227,116,2,19,12,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.types.resolver.ApacheCatalog.java,192,8,0,0,6,14,0,1,6,6,0,1,2,0,0.5,0,0,22.875,2,5,8,6,11,8,227,97,4,19,14,34.85,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser.java,340,12,1,0,4,37,0,3,1,1,0.766233766,1,0,0,0.818181818,0,0,26.16666667,1.833333333,3,10,3,10,3,89,28.8,5,20,6,22,1,4,0,TRUE,FALSE
org.apache.tools.ant.filters.StringInputStream.java,250,9,2,0,0,23,0,0,0,9,0.53125,1,0,0.5625,0.388888889,1,2,26.33333333,1,1,19,18,1,1,3,2.5,2,20,19,20.85,1,1,0,FALSE,TRUE
org.apache.tools.ant.util.LazyHashtable.java,60,9,3,0,0,16,34,0,0,8,0,1,0,0.836734694,0.666666667,1,2,5.555555556,1.111111111,2,11,7,9,5,227,158,2,20,12,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.rmic.SunRmic.java,152,3,2,0,8,22,3,1,7,2,1,0,0,0.888888889,0.5,0,0,48.66666667,1,1,10,6,10,7,227,158,2,20,13,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.JUnitVersionHelper.java,114,4,1,0,4,12,4,2,2,2,0.888888889,0.333333333,0,0,0.333333333,0,0,26.75,2.25,4,13,11,7,5,227,177,2,20,16,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.metamata.MAuditStreamHandler.java,357,10,1,0,13,59,23,1,13,5,0.793650794,1,1,0,0.271428571,0,0,34,1.6,6,13,12,7,6,127,85,2,20,18,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.email.PlainMailer.java,237,3,2,1,7,40,3,2,5,1,2,0,0,0.9,0.555555556,1,1,78,3.333333333,8,15,8,6,3,227,78,3,21,11,31,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Get.java,518,10,3,0,8,57,19,1,7,9,0.833333333,0.875,0,0.804347826,0.34,2,2,50,1.1,2,13,5,8,3,227,74.33,6,21,6,31.14,1,3,0,TRUE,TRUE
org.apache.tools.ant.taskdefs.Input.java,141,7,3,0,8,25,0,0,8,7,0.625,1,0,0.860465116,0.857142857,1,1,18.57142857,1,1,15,6,7,3,95,26.4,5,22,7,30.85,1,4,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.Rename.java,100,5,3,0,5,19,0,0,5,5,0.666666667,1,0,0.902439024,0.533333333,1,1,18.4,1,1,12,10,10,8,18,12.5,2,22,18,25.14,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.SignJar.java,504,19,3,0,10,61,135,0,10,16,0.888888889,1,0,0.672727273,0.378947368,1,1,24.78947368,2,13,11,8,11,8,227,107.66,3,22,16,36,1,2,0,TRUE,TRUE
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter.java,183,4,1,0,3,25,4,1,2,1,0.333333333,1,0,0,0.583333333,0,0,44.25,1.75,3,11,7,11,7,227,128.5,2,22,14,21.71,1,2,0,TRUE,TRUE
org.apache.tools.ant.taskdefs.PathConvert.java,485,16,3,0,13,48,58,1,13,12,0.786666667,1,2,0.711538462,0.25,2,2,28.6875,1.5625,4,12,9,10,7,227,137,3,22,16,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.java,242,4,0,0,14,51,4,1,13,3,0.666666667,0,1,0,0.625,0,0,59.25,1.5,3,11,6,11,5,227,108,3,22,11,34.85,1,1,0,FALSE,FALSE
org.apache.tools.ant.XmlLogger.java,635,16,1,0,13,74,50,0,13,12,0.937037037,1,3,0,0.288888889,0,0,37.5625,2.8125,9,15,8,7,2,95,32.2,5,22,9,35.42,1,2,0,FALSE,FALSE
org.apache.tools.ant.types.optional.image.ImageOperation.java,45,6,3,3,11,9,0,10,6,6,0,1,0,0.857142857,0.305555556,0,0,6.333333333,1,1,7,6,15,12,89,53.66,3,22,18,34.85,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool.java,110,15,1,2,9,24,77,4,6,13,0.871428571,1,2,0,0.333333333,0,0,6,1.066666667,2,13,9,10,6,227,126.5,2,23,15,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.filters.StripLineBreaks.java,107,7,5,0,5,17,0,1,4,5,0.777777778,1,0,0.848484848,0.476190476,2,5,13.85714286,1.571428571,5,12,10,11,10,95,52,2,23,20,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.condition.IsReference.java,68,4,2,0,6,14,2,1,5,4,0.666666667,1,1,0.75,0.5,0,0,15.5,1,1,19,16,4,3,227,121,2,23,17,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.BuildLogger.java,4,4,1,0,6,4,6,5,1,4,2,0,0,0,0.5,0,0,0,1,1,12,12,12,12,95,95,1,24,24,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ide.VAJRemoteUtil.java,421,7,1,0,5,33,7,1,4,5,0.583333333,0,1,0,0.410714286,0,0,58.85714286,2.285714286,5,14,7,10,5,12,6.66,3,24,12,32.28,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.unix.Chgrp.java,52,4,0,0,7,15,0,0,7,3,0.333333333,1,0,0,0.75,0,0,11.75,1.25,2,15,12,9,6,26,17.33,3,24,18,24,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.compilers.Javac12.java,151,3,2,0,8,20,3,1,7,2,1,0,0,0.92,0.5,0,0,48.33333333,1,1,12,12,12,12,227,227,1,24,24,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter.java,386,12,1,0,7,48,38,0,7,11,0.727272727,1,0,0,0.333333333,0,0,30.5,1.25,3,13,9,11,7,227,114,2,24,16,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver.java,40,4,1,0,5,10,0,1,4,4,0.333333333,1,0,0,0.4375,0,0,8.75,1,1,10,5,15,10,227,158,2,25,15,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.BatchTest.java,228,8,0,0,9,38,22,1,8,4,0.642857143,1,1,0,0.3,0,0,27.25,1.875,5,13,9,12,9,127,85,2,25,18,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Exec.java,367,10,3,0,6,44,21,1,6,7,0.740740741,1,0,0.804347826,0.45,0,0,35.1,1.2,2,16,9,10,6,227,137,3,26,12,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.dotnet.WsdlToDotnet.java,226,11,3,0,3,26,11,0,3,10,0.7625,1,0,0.787234043,0.431818182,0,0,18.81818182,1,1,19,13,7,4,89,29.5,4,26,14,22,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.sound.SoundTask.java,82,5,3,0,6,16,0,1,6,5,0.5,1,2,0.902439024,1,1,1,15,1.4,3,13,12,13,12,227,135,2,26,24,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ide.VAJExportServlet.java,47,2,0,0,2,9,1,0,2,1,2,0,0,0,1,0,0,21.5,1,1,13,13,13,13,12,12,1,26,26,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.unix.Chown.java,52,4,0,0,7,15,0,0,7,3,0.333333333,1,0,0,0.75,0,0,11.75,1.25,2,16,12,10,6,227,84.33,3,26,18,24,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Counter.java,136,5,0,0,7,16,0,1,7,5,0.55,0,0,0,0.533333333,0,0,25.2,1,1,24,24,2,2,21,21,1,26,26,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.XalanLiaison.java,121,4,1,0,5,16,0,0,5,4,0.5,1,0,0,0.583333333,0,0,28.75,1,1,16,9,10,7,43,38,2,26,14,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Pack.java,169,9,3,2,5,24,26,2,3,5,0.6875,1,0,0.822222222,0.444444444,1,1,17.55555556,1,1,17,9,9,8,227,114,2,26,16,35,1,2,0,FALSE,FALSE
org.apache.tools.ant.types.selectors.DependSelector.java,76,3,5,0,9,11,3,5,4,3,2,0,0,0.953488372,0.666666667,1,1,24.33333333,2,4,14,10,13,5,54,32.66,3,27,13,34.85,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.JikesOutputParser.java,156,12,1,0,3,22,44,1,2,5,0.805194805,1,1,0,0.261904762,0,0,11.41666667,1.333333333,4,15,6,12,5,227,117.33,3,27,10,23.57,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN.java,92,7,0,0,7,28,21,0,7,6,2,0,0,0,0.428571429,0,0,12.14285714,1.142857143,2,12,11,15,14,26,17.5,2,27,25,33.42,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.Untar.java,125,4,4,0,8,26,0,0,8,3,0.333333333,1,1,0.944444444,0.4,2,2,30,2,5,20,12,7,2,227,74.6,5,27,13,24,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient.java,480,14,3,0,10,50,15,1,9,10,0.730769231,0,1,0.74,0.214285714,2,2,32.71428571,1.142857143,2,15,11,12,8,227,111,3,27,19,22,1,2,0,FALSE,FALSE
org.apache.tools.ant.types.selectors.MajoritySelector.java,83,4,5,0,6,15,0,5,2,4,0.333333333,1,0,0.953846154,0.4375,1,1,19.5,2.25,5,17,10,10,9,26,18,3,27,15,23.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.compilers.Kjc.java,195,4,2,0,10,26,6,1,9,2,1,0,0,0.884615385,0.5,0,0,47.5,3.25,10,14,12,14,12,227,128.5,2,28,24,21.71,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.Enumerations.java,16,3,1,0,4,6,3,2,2,2,2,0,0,0,0.333333333,0,0,4.333333333,1,1,14,14,14,14,43,43,1,28,28,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool.java,338,13,0,0,10,38,60,1,10,7,0.833333333,1,0,0,0.416666667,0,0,24.61538462,1.461538462,4,14,10,14,12,127,108,2,28,22,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.regexp.RegexpFactory.java,83,4,2,0,6,13,6,1,5,3,2,0,0,0.7,0.5,0,0,19.75,1,1,17,17,11,11,227,227,1,28,28,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Mkdir.java,99,4,3,0,4,17,4,1,3,3,1,1,0,0.925,0.75,1,1,23.25,1.25,2,23,19,5,2,95,35,3,28,21,23.57,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Change.java,94,5,0,0,7,17,6,2,7,5,0.75,1,0,0,0.6,0,0,17.4,1.4,3,16,16,12,12,21,21,1,28,28,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter.java,200,12,1,0,6,30,50,1,5,12,0.854545455,1,0,0,0.270833333,0,0,15.25,1,1,18,18,10,10,227,227,1,28,28,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Copydir.java,277,8,4,0,7,39,4,0,7,7,0.714285714,1,0,0.917647059,0.46875,4,4,32.875,1.5,5,19,11,9,3,127,60.25,4,28,12,23.57,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Echo.java,145,7,3,0,7,23,0,0,7,7,0.625,1,0,0.860465116,0.342857143,1,1,19.14285714,1.571428571,5,20,10,8,5,227,85.25,4,28,10,23.57,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.condition.Equals.java,74,6,1,0,3,11,1,1,2,6,0.7,1,0,0,0.555555556,0,0,10.66666667,1,1,22,20,7,5,227,90.66,3,29,25,21.71,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.condition.Http.java,109,4,2,0,4,15,0,1,3,4,0.333333333,1,0,0.75,0.5,0,0,25.75,1,1,22,16,7,6,227,121,2,29,17,21.71,1,2,0,FALSE,TRUE
org.apache.tools.ant.filters.StripLineComments.java,172,8,5,0,6,26,0,1,5,5,0.571428571,1,0,0.823529412,0.375,2,5,20.125,1.375,4,15,13,14,13,95,52,2,29,26,35.42,1,1,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.ejb.Ejbc.java,287,9,4,0,9,37,20,0,9,9,0.854166667,0.833333333,0,0.906976744,0.833333333,2,2,30.22222222,1,1,15,9,14,8,227,177,2,29,17,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.WaitFor.java,139,7,3,0,6,18,1,0,6,7,0.7,1,0,0.842105263,0.428571429,0,0,18.14285714,1,1,16,12,14,10,95,47.33,3,30,22,23.57,1,2,0,TRUE,FALSE
org.apache.tools.ant.types.selectors.PresentSelector.java,199,7,4,0,14,26,0,5,9,7,0.458333333,1,2,0.853658537,0.392857143,1,3,26.85714286,2.714285714,5,20,12,10,9,26,18,3,30,16,23.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.JDBCTask.java,537,26,3,1,9,56,225,1,8,20,0.872727273,1,2,0.606557377,0.24,0,0,19.23076923,1.269230769,7,18,15,12,9,127,108,2,30,24,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Taskdef.java,37,2,7,0,2,8,1,0,2,1,1,0,0,0.987179487,0.5,0,0,16.5,2,3,18,8,13,9,43,21.2,5,31,17,25,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.scm.AntStarTeamCheckOut.java,1115,45,3,0,15,106,870,0,15,30,0.921590909,0.85,0,0.4625,0.152097902,2,2,23.33333333,1.955555556,9,18,11,13,7,227,177,2,31,18,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD.java,95,8,0,0,7,26,22,0,7,6,0.571428571,1,0,0,0.40625,0,0,10.75,1.125,2,13,10,18,16,18,11.33,3,31,26,35.28,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Add.java,198,6,0,0,10,28,0,0,10,5,0.76,1,0,0,0.416666667,0,0,31.16666667,1,1,26,25,6,5,21,20,2,32,30,36.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.condition.Contains.java,64,5,1,0,3,9,0,1,2,5,0.666666667,1,0,0,0.533333333,0,0,11.2,1,1,17,14,15,12,227,121,2,32,26,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.filters.LineContainsRegExp.java,187,8,5,0,9,29,0,1,8,5,0.571428571,1,0,0.823529412,0.375,2,5,22,1.375,4,16,16,16,16,95,95,1,32,32,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.java,237,12,1,0,11,43,38,4,8,7,0.909090909,0.777777778,4,0,0.257575758,0,0,18,1,1,16,16,16,16,43,43,1,32,32,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask.java,613,23,3,3,19,88,179,4,15,9,0.818181818,1,3,0.637931034,0.173913043,0,0,25.34782609,1.52173913,6,18,10,14,10,227,81.8,5,32,20,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm.java,357,30,0,0,8,49,363,0,8,19,0.917771883,1,0,0,0.238888889,0,0,10.46666667,1.533333333,4,15,8,17,6,54,17.4,5,32,14,34.85,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ejb.WLRun.java,605,21,3,0,7,46,118,0,7,18,0.870588235,1,2,0.649122807,0.428571429,0,0,27,1.857142857,7,18,12,14,10,227,177,2,32,22,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Jikes.java,189,2,1,0,5,30,0,0,5,0,0,1,2,0,0.6,0,0,92,5.5,10,19,7,13,6,227,119.75,4,32,12,23.57,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Handler.java,2,2,1,0,20,2,1,18,2,2,2,0,0,0,1,0,0,0,1,1,21,12,11,10,21,9.33,3,32,22,27.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.jlink.jlink.java,661,17,1,0,2,79,100,1,1,9,0.7125,0.8,0,0,0.274509804,0,0,37.58823529,1.941176471,8,23,12,10,6,127,64,2,33,18,21.71,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckout.java,300,23,0,0,9,42,205,0,9,18,0.954545455,0.444444444,0,0,0.391304348,0,0,11.26086957,1.52173913,9,21,16,12,8,127,63,3,33,24,21.71,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer.java,240,15,1,0,4,42,95,1,3,11,0.867346939,0.857142857,0,0,0.246666667,0,0,14.53333333,1.666666667,5,20,12,14,8,127,85,2,34,18,22,1,1,0,FALSE,FALSE
org.apache.tools.bzip2.CBZip2OutputStream.java,4238,33,2,0,6,44,322,2,4,5,0.857469512,0.780487805,1,0.138888889,0.257575758,1,1,126.1818182,5.666666667,32,16,8,18,8,26,9,5,34,16,23.14,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.Sequential.java,32,3,3,0,3,10,0,0,3,3,0,1,0,0.948717949,0.666666667,0,0,9.333333333,1,1,10,6,24,15,95,39.4,5,34,15,37.14,1,2,0,FALSE,FALSE
org.apache.tools.ant.util.regexp.RegexpMatcherFactory.java,86,5,1,1,8,12,10,5,3,3,2,0,0,0,0.533333333,0,0,16.2,1,1,21,20,14,13,227,125,2,35,33,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.types.selectors.FilenameSelector.java,198,8,5,0,10,23,0,5,5,8,0.761904762,0.5,0,0.844444444,0.35,1,4,23,2.375,6,22,14,13,9,26,18,3,35,17,23.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.util.DOMElementWriter.java,485,8,1,0,5,42,24,5,0,7,0.714285714,1,0,0,0.346938776,0,0,59.375,4.25,11,19,7,17,7,227,62.75,4,36,14,36.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.compilers.Jvc.java,147,2,2,0,9,24,1,1,8,2,2,0,0,0.958333333,1,0,0,72.5,1,1,24,15,12,5,227,78,3,36,20,31,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.depend.Depend.java,1471,23,4,0,15,110,173,0,15,11,0.877622378,1,3,0.78,0.188405797,1,1,62.39130435,3.086956522,11,19,7,17,7,227,128,3,36,14,21.71,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.ejb.DDCreatorHelper.java,219,4,1,0,1,22,4,0,1,1,0.333333333,0.666666667,0,0,0.5,0,0,53,1.25,2,18,15,18,15,18,17.5,2,36,30,22,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.KeySubst.java,308,8,3,0,2,39,10,0,2,8,0.714285714,1,0,0.840909091,0.325,1,1,37,1.375,4,20,10,16,10,227,88.75,4,36,20,23.57,1,3,0,TRUE,FALSE
org.apache.tools.ant.Location.java,99,8,1,0,143,19,18,142,1,6,0.428571429,0.75,1,0,0.392857143,0,0,10.875,1.5,3,28,17,9,9,95,35.33,3,37,18,35.42,1,2,0,FALSE,TRUE
org.apache.tools.ant.types.selectors.SelectSelector.java,199,13,5,0,11,34,68,5,7,12,0.75,1,0,0.837837838,0.292307692,2,8,14.15384615,2.230769231,5,23,11,14,7,227,81.6,5,37,12,23.85,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheck.java,242,11,0,3,15,41,19,3,12,9,0.816666667,0.666666667,0,0,0.290909091,0,0,20.45454545,1.363636364,4,19,10,19,11,227,68.33,6,38,21,22,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool.java,1378,33,1,6,27,131,316,8,19,10,0.930555556,0.666666667,5,0,0.17630854,0,0,40.21212121,2.121212121,10,23,14,15,7,227,136,3,38,21,34.85,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo.java,117,19,1,0,4,20,115,3,1,19,0.861111111,1,0,0,0.561403509,0,0,4.842105263,1.052631579,2,22,14,16,14,54,22,3,38,28,34.85,1,2,0,FALSE,TRUE
org.apache.tools.ant.taskdefs.UpToDate.java,332,11,3,0,14,39,19,1,13,9,0.75,1,1,0.787234043,0.327272727,1,1,28.63636364,3.090909091,21,20,9,18,9,127,59.25,4,38,18,26.14,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Rmic.java,819,48,4,0,25,109,964,7,20,44,0.946301925,0.952380952,4,0.624,0.154166667,3,3,15.625,1.395833333,7,19,11,19,11,227,105.5,4,38,22,34.85,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.java,455,15,0,0,15,55,35,1,15,12,0.764285714,1,3,0,0.183333333,0,0,28.66666667,1.733333333,9,15,7,24,19,127,41.75,4,39,26,37.14,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.sitraka.XMLReport.java,1323,21,1,0,8,96,156,1,7,6,0.83125,1,3,0,0.216931217,0,0,61.61904762,3,10,23,14,16,8,127,50.33,3,39,21,21.71,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Submit.java,37,3,0,0,4,10,1,1,4,3,0.5,0,0,0,0.666666667,0,0,11,1,1,29,21,11,5,26,16,3,40,26,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Sync.java,463,15,3,0,8,49,33,1,8,9,0.428571429,1,1,0.725490196,0.25,1,1,29.8,2,7,18,12,22,15,227,80.66,6,40,15,31.14,1,3,0,TRUE,TRUE
org.apache.tools.ant.BuildEvent.java,97,11,2,0,20,15,13,17,4,11,0.75,1,3,0.2,0.220779221,0,0,7.272727273,1,1,20,20,20,20,95,95,1,40,40,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.filters.StripJavaComments.java,161,4,4,0,3,7,0,1,2,4,0,1,0,0.928571429,0.75,2,4,38.5,1,1,21,17,19,11,22,12,4,40,28,34.28,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.JUnitTest.java,221,19,0,0,11,34,105,8,3,18,0.865079365,1,0,0,0.218045113,0,0,10.26315789,1.368421053,5,20,15,20,15,127,45,4,40,30,22,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Patch.java,250,11,3,0,11,38,0,0,11,11,0.7,1,1,0.787234043,0.454545455,1,1,21.36363636,1.545454545,2,30,14,11,4,227,69,5,41,15,23.57,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.condition.Socket.java,89,4,2,0,4,13,0,1,3,4,0.333333333,1,0,0.75,0.5,0,0,20.75,1,1,32,16,9,5,227,67.25,4,41,18,21.71,1,3,0,FALSE,FALSE
